img_name,volume,distance,depth_name,corner,pose_file,pose_key
2_6_19_8_b.jpg,,3.3566480935389804,2_6_19_8_b_d.npy,"[2040, 861]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_19_9_b.jpg,,3.3557311118627116,2_6_19_9_b_d.npy,"[2182, 806]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_19_10_b.jpg,,3.0759375928604333,2_6_19_10_b_d.npy,"[1981, 986]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_19_11_b.jpg,,3.0506243609970385,2_6_19_11_b_d.npy,"[2017, 781]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_20_0_b.jpg,,3.398496000262749,2_6_20_0_b_d.npy,"[20, 2250]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_20_1_b.jpg,,3.5082289274206016,2_6_20_1_b_d.npy,"[201, 2508]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_20_2_b.jpg,,3.4283910106303517,2_6_20_2_b_d.npy,"[36, 2396]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_20_4_b.jpg,,3.4684546480187906,2_6_20_4_b_d.npy,"[96, 2258]",2023_06_08_13_11_Lot1.json,cam_05.png
2_6_20_5_b.jpg,,3.5794229127049655,2_6_20_5_b_d.npy,"[332, 2335]",2023_06_08_13_11_Lot1.json,cam_06.png
2_6_20_6_b.jpg,,3.491945453475446,2_6_20_6_b_d.npy,"[-4, 2120]",2023_06_08_13_11_Lot1.json,cam_07.png
2_6_20_7_b.jpg,,3.6094949472680598,2_6_20_7_b_d.npy,"[358, 2247]",2023_06_08_13_11_Lot1.json,cam_08.png
2_6_20_8_b.jpg,,3.51303776641509,2_6_20_8_b_d.npy,"[188, 2116]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_20_9_b.jpg,,3.631329521078472,2_6_20_9_b_d.npy,"[466, 2035]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_20_10_b.jpg,,3.1692529806400773,2_6_20_10_b_d.npy,"[-40, 2448]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_20_11_b.jpg,,3.2267126680423903,2_6_20_11_b_d.npy,"[23, 2188]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_21_0_b.jpg,,3.3576654753621558,2_6_21_0_b_d.npy,"[234, 1646]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_21_1_b.jpg,,3.455224893033955,2_6_21_1_b_d.npy,"[379, 1855]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_21_2_b.jpg,,3.368262543973544,2_6_21_2_b_d.npy,"[236, 1809]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_21_3_b.jpg,,3.3878231862659804,2_6_21_3_b_d.npy,"[308, 1694]",2023_06_08_13_11_Lot1.json,cam_05.png
2_6_21_4_b.jpg,,3.4877822649090064,2_6_21_4_b_d.npy,"[491, 1794]",2023_06_08_13_11_Lot1.json,cam_06.png
2_6_21_5_b.jpg,,3.392150777532571,2_6_21_5_b_d.npy,"[202, 1590]",2023_06_08_13_11_Lot1.json,cam_07.png
2_6_21_6_b.jpg,,3.4994273408602723,2_6_21_6_b_d.npy,"[479, 1732]",2023_06_08_13_11_Lot1.json,cam_08.png
2_6_21_7_b.jpg,,3.396305396575314,2_6_21_7_b_d.npy,"[383, 1619]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_21_8_b.jpg,,3.5049899115823835,2_6_21_8_b_d.npy,"[582, 1551]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_21_9_b.jpg,,3.0985354339263216,2_6_21_9_b_d.npy,"[163, 1818]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_21_10_b.jpg,,3.121456366946257,2_6_21_10_b_d.npy,"[203, 1614]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_22_0_b.jpg,,3.4402694281466144,2_6_22_0_b_d.npy,"[1490, 1737]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_22_1_b.jpg,,3.4542574311604026,2_6_22_1_b_d.npy,"[1650, 2044]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_22_2_b.jpg,,3.4538945542889534,2_6_22_2_b_d.npy,"[1492, 1875]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_22_3_b.jpg,,3.501664255555026,2_6_22_3_b_d.npy,"[1908, 1712]",2023_06_08_13_11_Lot1.json,cam_04.png
2_6_22_4_b.jpg,,3.475791173773048,2_6_22_4_b_d.npy,"[1554, 1750]",2023_06_08_13_11_Lot1.json,cam_05.png
2_6_22_5_b.jpg,,3.492396859395145,2_6_22_5_b_d.npy,"[1739, 1848]",2023_06_08_13_11_Lot1.json,cam_06.png
2_6_22_6_b.jpg,,3.480892079378101,2_6_22_6_b_d.npy,"[1447, 1625]",2023_06_08_13_11_Lot1.json,cam_07.png
2_6_22_7_b.jpg,,3.505397932477413,2_6_22_7_b_d.npy,"[1724, 1727]",2023_06_08_13_11_Lot1.json,cam_08.png
2_6_22_8_b.jpg,,3.4852664031629,2_6_22_8_b_d.npy,"[1619, 1615]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_22_9_b.jpg,,3.5111886588518444,2_6_22_9_b_d.npy,"[1827, 1567]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_22_10_b.jpg,,3.139590018985426,2_6_22_10_b_d.npy,"[1552, 1882]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_22_11_b.jpg,,3.165344761337207,2_6_22_11_b_d.npy,"[1584, 1636]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_23_0_b.jpg,,3.3929798944813965,2_6_23_0_b_d.npy,"[2228, 2286]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_23_1_b.jpg,,3.3585791948715844,2_6_23_1_b_d.npy,"[2335, 2610]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_23_2_b.jpg,,3.425346292864825,2_6_23_2_b_d.npy,"[2226, 2430]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_23_3_b.jpg,,3.4683027421500734,2_6_23_3_b_d.npy,"[2269, 2321]",2023_06_08_13_11_Lot1.json,cam_05.png
2_6_23_4_b.jpg,,3.437150213430619,2_6_23_4_b_d.npy,"[2425, 2451]",2023_06_08_13_11_Lot1.json,cam_06.png
2_6_23_5_b.jpg,,3.494064129823101,2_6_23_5_b_d.npy,"[2142, 2219]",2023_06_08_13_11_Lot1.json,cam_07.png
2_6_23_6_b.jpg,,3.471219593300892,2_6_23_6_b_d.npy,"[2437, 2284]",2023_06_08_13_11_Lot1.json,cam_08.png
2_6_23_7_b.jpg,,3.51817294184375,2_6_23_7_b_d.npy,"[2314, 2195]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_23_8_b.jpg,,3.496712408666938,2_6_23_8_b_d.npy,"[2523, 2147]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_23_9_b.jpg,,3.090984480559406,2_6_23_9_b_d.npy,"[2352, 2512]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_23_10_b.jpg,,3.154098130087108,2_6_23_10_b_d.npy,"[2358, 2290]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_24_0_b.jpg,,3.43425019872324,2_6_24_0_b_d.npy,"[1701, 1516]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_24_1_b.jpg,,3.4341036508655503,2_6_24_1_b_d.npy,"[1856, 1827]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_24_2_b.jpg,,3.440799637996278,2_6_24_2_b_d.npy,"[1701, 1656]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_24_3_b.jpg,,3.4551048028636964,2_6_24_3_b_d.npy,"[1764, 1533]",2023_06_08_13_11_Lot1.json,cam_05.png
2_6_24_4_b.jpg,,3.4575985031636627,2_6_24_4_b_d.npy,"[1939, 1650]",2023_06_08_13_11_Lot1.json,cam_06.png
2_6_24_5_b.jpg,,3.453035508706052,2_6_24_5_b_d.npy,"[1657, 1430]",2023_06_08_13_11_Lot1.json,cam_07.png
2_6_24_6_b.jpg,,3.4635499298866703,2_6_24_6_b_d.npy,"[1909, 1513]",2023_06_08_13_11_Lot1.json,cam_08.png
2_6_24_7_b.jpg,,3.4510687911609024,2_6_24_7_b_d.npy,"[1829, 1430]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_24_8_b.jpg,,3.4630637374309647,2_6_24_8_b_d.npy,"[2012, 1369]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_24_9_b.jpg,,3.1181788847303205,2_6_24_9_b_d.npy,"[1779, 1647]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_24_10_b.jpg,,3.130838494255041,2_6_24_10_b_d.npy,"[1810, 1423]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_25_0_b.jpg,,3.561378678892143,2_6_25_0_b_d.npy,"[2858, 2532]",2023_07_10_12_56_Lot1.json,cam_01.png
2_6_25_1_b.jpg,,3.5987379635011942,2_6_25_1_b_d.npy,"[2851, 2645]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_25_2_b.jpg,,3.5987379635011942,2_6_25_2_b_d.npy,"[2888, 2588]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_25_3_b.jpg,,3.5987379635011942,2_6_25_3_b_d.npy,"[2913, 2627]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_25_4_b.jpg,,3.4945966772951635,2_6_25_4_b_d.npy,"[3404, 2508]",2023_07_10_12_56_Lot1.json,cam_04.png
2_6_25_5_b.jpg,,3.638564473718373,2_6_25_5_b_d.npy,"[2876, 2504]",2023_07_10_12_56_Lot1.json,cam_05.png
2_6_25_6_b.jpg,,3.638564473718373,2_6_25_6_b_d.npy,"[2930, 2475]",2023_07_10_12_56_Lot1.json,cam_05.png
2_6_25_7_b.jpg,,3.5612146946006042,2_6_25_7_b_d.npy,"[3112, 2654]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_25_8_b.jpg,,3.5612146946006042,2_6_25_8_b_d.npy,"[3204, 2622]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_25_9_b.jpg,,3.668844553757536,2_6_25_9_b_d.npy,"[2739, 2372]",2023_07_10_12_56_Lot1.json,cam_07.png
2_6_25_10_b.jpg,,3.668844553757536,2_6_25_10_b_d.npy,"[2801, 2332]",2023_07_10_12_56_Lot1.json,cam_07.png
2_6_25_11_b.jpg,,3.5971254342580505,2_6_25_11_b_d.npy,"[3116, 2423]",2023_07_10_12_56_Lot1.json,cam_08.png
2_6_25_12_b.jpg,,3.5971254342580505,2_6_25_12_b_d.npy,"[3211, 2372]",2023_07_10_12_56_Lot1.json,cam_08.png
2_6_25_13_b.jpg,,3.6975852934926254,2_6_25_13_b_d.npy,"[2965, 2255]",2023_07_10_12_56_Lot1.json,cam_09.png
2_6_25_14_b.jpg,,3.6975852934926254,2_6_25_14_b_d.npy,"[2903, 2314]",2023_07_10_12_56_Lot1.json,cam_09.png
2_6_25_15_b.jpg,,3.6236550015703393,2_6_25_15_b_d.npy,"[3198, 2279]",2023_07_10_12_56_Lot1.json,cam_10.png
2_6_25_16_b.jpg,,3.6236550015703393,2_6_25_16_b_d.npy,"[3290, 2224]",2023_07_10_12_56_Lot1.json,cam_10.png
2_6_25_17_b.jpg,,3.2377522773976377,2_6_25_17_b_d.npy,"[3077, 2737]",2023_07_10_12_56_Lot1.json,cam_11.png
2_6_25_18_b.jpg,,3.2377522773976377,2_6_25_18_b_d.npy,"[3170, 2723]",2023_07_10_12_56_Lot1.json,cam_11.png
2_6_25_19_b.jpg,,3.309067396309281,2_6_25_19_b_d.npy,"[3063, 2467]",2023_07_10_12_56_Lot1.json,cam_12.png
2_6_25_20_b.jpg,,3.309067396309281,2_6_25_20_b_d.npy,"[3140, 2416]",2023_07_10_12_56_Lot1.json,cam_12.png
2_6_26_0_b.jpg,,3.535476682224679,2_6_26_0_b_d.npy,"[776, 2389]",2023_07_10_12_56_Lot1.json,cam_01.png
2_6_26_1_b.jpg,,3.5893445485427202,2_6_26_1_b_d.npy,"[981, 2669]",2023_07_10_12_56_Lot1.json,cam_02.png
2_6_26_2_b.jpg,,3.5677155590721203,2_6_26_2_b_d.npy,"[783, 2498]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_26_3_b.jpg,,3.6054800626146712,2_6_26_3_b_d.npy,"[1264, 2320]",2023_07_10_12_56_Lot1.json,cam_04.png
2_6_26_4_b.jpg,,3.6017184695982185,2_6_26_4_b_d.npy,"[836, 2313]",2023_07_10_12_56_Lot1.json,cam_05.png
2_6_26_5_b.jpg,,3.6648873714406407,2_6_26_5_b_d.npy,"[1107, 2413]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_26_6_b.jpg,,3.6263743123937373,2_6_26_6_b_d.npy,"[725, 2147]",2023_07_10_12_56_Lot1.json,cam_07.png
2_6_26_7_b.jpg,,3.693517369350347,2_6_26_7_b_d.npy,"[1127, 2252]",2023_07_10_12_56_Lot1.json,cam_08.png
2_6_26_8_b.jpg,,3.6488934123219283,2_6_26_8_b_d.npy,"[904, 2092]",2023_07_10_12_56_Lot1.json,cam_09.png
2_6_26_9_b.jpg,,3.7131829871635698,2_6_26_9_b_d.npy,"[1215, 2023]",2023_07_10_12_56_Lot1.json,cam_10.png
2_6_26_10_b.jpg,,3.2748238045129083,2_6_26_10_b_d.npy,"[812, 2562]",2023_07_10_12_56_Lot1.json,cam_11.png
2_6_26_11_b.jpg,,3.335108971938494,2_6_26_11_b_d.npy,"[852, 2221]",2023_07_10_12_56_Lot1.json,cam_12.png
2_6_27_0_b.jpg,,3.616960159697807,2_6_27_0_b_d.npy,"[2441, 804]",2023_07_10_12_56_Lot1.json,cam_01.png
2_6_27_1_b.jpg,,3.556677409485937,2_6_27_1_b_d.npy,"[2687, 1109]",2023_07_10_12_56_Lot1.json,cam_02.png
2_6_27_2_b.jpg,,3.5963776085094468,2_6_27_2_b_d.npy,"[2454, 899]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_27_3_b.jpg,,3.520065950162007,2_6_27_3_b_d.npy,"[2933, 724]",2023_07_10_12_56_Lot1.json,cam_04.png
2_6_27_4_b.jpg,,3.5721525153063407,2_6_27_4_b_d.npy,"[2533, 753]",2023_07_10_12_56_Lot1.json,cam_05.png
2_6_27_5_b.jpg,,3.5210436675915755,2_6_27_5_b_d.npy,"[2762, 864]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_27_6_b.jpg,,3.540496675188561,2_6_27_6_b_d.npy,"[2453, 639]",2023_07_10_12_56_Lot1.json,cam_07.png
2_6_27_7_b.jpg,,3.494020072911525,2_6_27_7_b_d.npy,"[2701, 672]",2023_07_10_12_56_Lot1.json,cam_08.png
2_6_27_8_b.jpg,,3.5116671840945646,2_6_27_8_b_d.npy,"[2625, 619]",2023_07_10_12_56_Lot1.json,cam_09.png
2_6_27_9_b.jpg,,3.4625240857696267,2_6_27_9_b_d.npy,"[2834, 542]",2023_07_10_12_56_Lot1.json,cam_10.png
2_6_27_10_b.jpg,,3.2382672092623688,2_6_27_10_b_d.npy,"[2652, 802]",2023_07_10_12_56_Lot1.json,cam_11.png
2_6_27_11_b.jpg,,3.1970283034470506,2_6_27_11_b_d.npy,"[2697, 537]",2023_07_10_12_56_Lot1.json,cam_12.png
2_6_28_0_b.jpg,,3.3724692135478476,2_6_28_0_b_d.npy,"[738, 2741]",2023_07_10_12_56_Lot1.json,cam_01.png
2_6_28_1_b.jpg,,3.4162891522778898,2_6_28_1_b_d.npy,"[825, 2771]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_28_3_b.jpg,,3.464598808968861,2_6_28_3_b_d.npy,"[805, 2740]",2023_07_10_12_56_Lot1.json,cam_05.png
2_6_28_4_b.jpg,,3.5324229939591953,2_6_28_4_b_d.npy,"[986, 2784]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_28_5_b.jpg,,3.504591284082209,2_6_28_5_b_d.npy,"[687, 2613]",2023_07_10_12_56_Lot1.json,cam_07.png
2_6_28_6_b.jpg,,3.575962103683471,2_6_28_6_b_d.npy,"[1047, 2698]",2023_07_10_12_56_Lot1.json,cam_08.png
2_6_28_7_b.jpg,,3.5426307707545934,2_6_28_7_b_d.npy,"[878, 2577]",2023_07_10_12_56_Lot1.json,cam_09.png
2_6_28_8_b.jpg,,3.6106882586913236,2_6_28_8_b_d.npy,"[1138, 2489]",2023_07_10_12_56_Lot1.json,cam_10.png
2_6_28_9_b.jpg,,3.2149741323298966,2_6_28_9_b_d.npy,"[775, 2717]",2023_07_10_12_56_Lot1.json,cam_12.png
2_6_29_0_b.jpg,,3.4246497143185817,2_6_29_0_b_d.npy,"[374, 2748]",2023_07_10_12_56_Lot1.json,cam_01.png
2_6_29_1_b.jpg,,3.468704451060869,2_6_29_1_b_d.npy,"[408, 2815]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_29_3_b.jpg,,3.5167591815310977,2_6_29_3_b_d.npy,"[446, 2733]",2023_07_10_12_56_Lot1.json,cam_05.png
2_6_29_4_b.jpg,,3.606897373706482,2_6_29_4_b_d.npy,"[684, 2773]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_29_5_b.jpg,,3.556059952791044,2_6_29_5_b_d.npy,"[332, 2611]",2023_07_10_12_56_Lot1.json,cam_07.png
2_6_29_6_b.jpg,,3.649424360320202,2_6_29_6_b_d.npy,"[730, 2704]",2023_07_10_12_56_Lot1.json,cam_08.png
2_6_29_7_b.jpg,,3.5928628044492434,2_6_29_7_b_d.npy,"[522, 2574]",2023_07_10_12_56_Lot1.json,cam_09.png
2_6_29_8_b.jpg,,3.6827996698975207,2_6_29_8_b_d.npy,"[822, 2483]",2023_07_10_12_56_Lot1.json,cam_10.png
2_6_29_9_b.jpg,,3.278998121320951,2_6_29_9_b_d.npy,"[407, 2705]",2023_07_10_12_56_Lot1.json,cam_12.png
2_6_30_0_b.jpg,,3.5606490714493626,2_6_30_0_b_d.npy,"[609, 990]",2023_07_10_12_56_Lot1.json,cam_01.png
2_6_30_1_b.jpg,,3.625241773130744,2_6_30_1_b_d.npy,"[882, 1289]",2023_07_10_12_56_Lot1.json,cam_02.png
2_6_30_2_b.jpg,,3.5451770143605623,2_6_30_2_b_d.npy,"[608, 1090]",2023_07_10_12_56_Lot1.json,cam_03.png
2_6_30_3_b.jpg,,3.526877763853339,2_6_30_3_b_d.npy,"[680, 922]",2023_07_10_12_56_Lot1.json,cam_05.png
2_6_30_4_b.jpg,,3.602465950969656,2_6_30_4_b_d.npy,"[935, 1045]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_30_5_b.jpg,,3.602465950969656,2_6_30_5_b_d.npy,"[903, 1029]",2023_07_10_12_56_Lot1.json,cam_06.png
2_6_30_6_b.jpg,,3.501420962334516,2_6_30_6_b_d.npy,"[575, 773]",2023_07_10_12_56_Lot1.json,cam_07.png
2_6_30_7_b.jpg,,3.5820410865058037,2_6_30_7_b_d.npy,"[851, 918]",2023_07_10_12_56_Lot1.json,cam_08.png
2_6_30_8_b.jpg,,3.4777960495913196,2_6_30_8_b_d.npy,"[741, 768]",2023_07_10_12_56_Lot1.json,cam_09.png
2_6_30_9_b.jpg,,3.5568894467891705,2_6_30_9_b_d.npy,"[1005, 737]",2023_07_10_12_56_Lot1.json,cam_10.png
2_6_30_10_b.jpg,,3.2509659231669525,2_6_30_10_b_d.npy,"[625, 1027]",2023_07_10_12_56_Lot1.json,cam_11.png
2_6_30_11_b.jpg,,3.22144994505904,2_6_30_11_b_d.npy,"[644, 728]",2023_07_10_12_56_Lot1.json,cam_12.png
2_6_31_0_b.jpg,,3.625390026753939,2_6_31_0_b_d.npy,"[1800, 636]",2023_07_10_12_56_Lot1.json,cam_01.png
2_6_31_1_b.jpg,,3.6092016048865307,2_6_31_1_b_d.npy,"[2057, 938]",2023_07_10_12_56_Lot1.json,cam_02.png
2_6_31_2_b.jpg,,3.598887979070866,2_6_31_2_b_d.npy,"[1804, 724]",2023_07_10_12_56_Lot1.json,cam_03.png
